gameDate;homeTeamName;awayTeamName;teamName;scorer;goalMinute;ownGoal;penalty
1930-07-13;Belgium;United States;United States;Bart McGhee;23;0;0
1930-07-13;Belgium;United States;United States;Tom Florie;45;0;0
1930-07-13;Belgium;United States;United States;Bert Patenaude;69;0;0
1930-07-13;France;Mexico;France;Lucien Laurent;19;0;0
1930-07-13;France;Mexico;France;Marcel Langiller;40;0;0
1930-07-13;France;Mexico;France;Andre Maschinot;43;0;0
1930-07-13;France;Mexico;Mexico;Juan Carreno;70;0;0
1930-07-13;France;Mexico;France;Andre Maschinot;87;0;0
1930-07-14;Brazil;Yugoslavia;Yugoslavia;Aleksandar Tirnanic;21;0;0
1930-07-14;Brazil;Yugoslavia;Yugoslavia;Ivan Bek;30;0;0
1930-07-14;Brazil;Yugoslavia;Brazil;Preguinho;62;0;0
1930-07-14;Peru;Romania;Romania;Adalbert Desu;1;0;0
1930-07-14;Peru;Romania;Peru;Luis de Souza;75;0;0
1930-07-14;Peru;Romania;Romania;Constantin Stanciu;79;0;0
1930-07-14;Peru;Romania;Romania;Miklos Kovacs;89;0;0
1930-07-15;Argentina;France;Argentina;Luis Monti;81;0;0
1930-07-16;Chile;Mexico;Chile;Carlos Vidal;3;0;0
1930-07-16;Chile;Mexico;Chile;Manuel Rosas;52;1;0
1930-07-16;Chile;Mexico;Chile;Carlos Vidal;65;0;0
1930-07-17;Bolivia;Yugoslavia;Yugoslavia;Ivan Bek;60;0;0
1930-07-17;Bolivia;Yugoslavia;Yugoslavia;Blagoje Marjanovic;65;0;0
1930-07-17;Bolivia;Yugoslavia;Yugoslavia;Ivan Bek;67;0;0
1930-07-17;Bolivia;Yugoslavia;Yugoslavia;Dorde Vujadinovic;85;0;0
1930-07-17;Paraguay;United States;United States;Bert Patenaude;10;0;0
1930-07-17;Paraguay;United States;United States;Bert Patenaude;15;0;0
1930-07-17;Paraguay;United States;United States;Bert Patenaude;50;0;0
1930-07-18;Uruguay;Peru;Uruguay;Hector Castro;65;0;0
1930-07-19;Argentina;Mexico;Argentina;Guillermo Stabile;8;0;0
1930-07-19;Argentina;Mexico;Argentina;Adolfo Zumelzu;12;0;0
1930-07-19;Argentina;Mexico;Argentina;Guillermo Stabile;17;0;0
1930-07-19;Argentina;Mexico;Mexico;Manuel Rosas;42;0;1
1930-07-19;Argentina;Mexico;Argentina;Francisco Varallo;53;0;0
1930-07-19;Argentina;Mexico;Argentina;Adolfo Zumelzu;55;0;0
1930-07-19;Argentina;Mexico;Mexico;Manuel Rosas;65;0;0
1930-07-19;Argentina;Mexico;Mexico;Roberto Gayon;75;0;0
1930-07-19;Argentina;Mexico;Argentina;Guillermo Stabile;80;0;0
1930-07-19;Chile;France;Chile;Guillermo Subiabre;67;0;0
1930-07-20;Belgium;Paraguay;Paraguay;Luis Vargas Pena;40;0;0
1930-07-20;Bolivia;Brazil;Brazil;Moderato Wisintainer;37;0;0
1930-07-20;Bolivia;Brazil;Brazil;Preguinho;57;0;0
1930-07-20;Bolivia;Brazil;Brazil;Moderato Wisintainer;73;0;0
1930-07-20;Bolivia;Brazil;Brazil;Preguinho;83;0;0
1930-07-21;Uruguay;Romania;Uruguay;Pablo Dorado;7;0;0
1930-07-21;Uruguay;Romania;Uruguay;Hector Scarone;26;0;0
1930-07-21;Uruguay;Romania;Uruguay;Peregrino Anselmo;31;0;0
1930-07-21;Uruguay;Romania;Uruguay;Pedro Cea;35;0;0
1930-07-22;Argentina;Chile;Argentina;Guillermo Stabile;12;0;0
1930-07-22;Argentina;Chile;Argentina;Guillermo Stabile;13;0;0
1930-07-22;Argentina;Chile;Chile;Guillermo Subiabre;15;0;0
1930-07-22;Argentina;Chile;Argentina;Mario Evaristo;51;0;0
1930-07-26;Argentina;United States;Argentina;Luis Monti;20;0;0
1930-07-26;Argentina;United States;Argentina;Alejandro Scopelli;56;0;0
1930-07-26;Argentina;United States;Argentina;Guillermo Stabile;69;0;0
1930-07-26;Argentina;United States;Argentina;Carlos Peucelle;80;0;0
1930-07-26;Argentina;United States;Argentina;Carlos Peucelle;85;0;0
1930-07-26;Argentina;United States;Argentina;Guillermo Stabile;87;0;0
1930-07-26;Argentina;United States;United States;Jim Brown;89;0;0
1930-07-27;Uruguay;Yugoslavia;Yugoslavia;Dorde Vujadinovic;4;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Pedro Cea;18;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Peregrino Anselmo;20;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Peregrino Anselmo;31;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Santos Iriarte;61;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Pedro Cea;67;0;0
1930-07-27;Uruguay;Yugoslavia;Uruguay;Pedro Cea;72;0;0
1930-07-30;Uruguay;Argentina;Uruguay;Pablo Dorado;12;0;0
1930-07-30;Uruguay;Argentina;Argentina;Carlos Peucelle;20;0;0
1930-07-30;Uruguay;Argentina;Argentina;Guillermo Stabile;37;0;0
1930-07-30;Uruguay;Argentina;Uruguay;Pedro Cea;57;0;0
1930-07-30;Uruguay;Argentina;Uruguay;Santos Iriarte;68;0;0
1930-07-30;Uruguay;Argentina;Uruguay;Hector Castro;89;0;0
1934-01-28;Haiti;Cuba;Cuba;Mario Lopez;20;0;1
1934-01-28;Haiti;Cuba;Cuba;Hector Socorro;61;0;0
1934-01-28;Haiti;Cuba;Cuba;Angel Martinez;64;0;0
1934-01-28;Haiti;Cuba;Haiti;Robert St. Fort;85;0;1
1934-02-01;Haiti;Cuba;Haiti;Robert St. Fort;25;0;1
1934-02-01;Haiti;Cuba;Cuba;Mario Lopez;85;0;0
1934-02-04;Haiti;Cuba;Cuba;Hector Socorro;5;0;0
1934-02-04;Haiti;Cuba;Cuba;Mario Lopez;18;0;0
1934-02-04;Haiti;Cuba;Cuba;Francisco Socorro;37;0;0
1934-02-04;Haiti;Cuba;Cuba;Enrique Ferrer;62;0;0
1934-02-04;Haiti;Cuba;Cuba;Salvador Soto;78;0;0
1934-02-04;Haiti;Cuba;Cuba;Mario Lopez;86;0;0
1934-02-25;Republic of Ireland;Belgium;Belgium;Jean Capelle;15;0;0
1934-02-25;Republic of Ireland;Belgium;Republic of Ireland;Paddy Moore;27;0;0
1934-02-25;Republic of Ireland;Belgium;Belgium;Stan Vanden Eynde;30;0;0
1934-02-25;Republic of Ireland;Belgium;Belgium;Francois Vanden Eynde;47;0;0
1934-02-25;Republic of Ireland;Belgium;Republic of Ireland;Paddy Moore;48;0;0
1934-02-25;Republic of Ireland;Belgium;Republic of Ireland;Paddy Moore;56;0;0
1934-02-25;Republic of Ireland;Belgium;Belgium;Francois Vanden Eynde;60;0;0
1934-02-25;Republic of Ireland;Belgium;Republic of Ireland;Paddy Moore;75;0;0
1934-03-04;Mexico;Cuba;Mexico;Dionisio Mejia;12;0;0
1934-03-04;Mexico;Cuba;Mexico;Dionisio Mejia;14;0;0
1934-03-04;Mexico;Cuba;Mexico;Dionisio Mejia;16;0;0
1934-03-04;Mexico;Cuba;Cuba;Mario Lopez;40;0;0
1934-03-04;Mexico;Cuba;Cuba;Mario Lopez;63;0;0
1934-03-11;Luxembourg;Germany;Germany;Josef Rasselnberg;2;0;0
1934-03-11;Luxembourg;Germany;Germany;Willi Wigold;12;0;0
1934-03-11;Luxembourg;Germany;Germany;Ernst Albrecht;24;0;0
1934-03-11;Luxembourg;Germany;Luxembourg;Ernest Mengel;27;0;0
1934-03-11;Luxembourg;Germany;Germany;Karl Hohmann;30;0;0
1934-03-11;Luxembourg;Germany;Germany;Josef Rasselnberg;35;0;0
1934-03-11;Luxembourg;Germany;Germany;Karl Hohmann;52;0;0
1934-03-11;Luxembourg;Germany;Germany;Karl Hohmann;53;0;0
1934-03-11;Luxembourg;Germany;Germany;Josef Rasselnberg;57;0;0
1934-03-11;Luxembourg;Germany;Germany;Josef Rasselnberg;89;0;0
1934-03-11;Mexico;Cuba;Mexico;Jorge Sota;24;0;0
1934-03-11;Mexico;Cuba;Mexico;Dionisio Mejia;31;0;0
1934-03-11;Mexico;Cuba;Mexico;Dionisio Mejia;40;0;0
1934-03-11;Mexico;Cuba;Mexico;Felipe Rosas;72;0;0
1934-03-11;Mexico;Cuba;Mexico;Dionisio Mejia;79;0;0
1934-03-11;Spain;Portugal;Spain;Eduardo Gonzalez Valino;3;0;0
1934-03-11;Spain;Portugal;Spain;Isidro Langara;13;0;0
1934-03-11;Spain;Portugal;Spain;Isidro Langara;14;0;1
1934-03-11;Spain;Portugal;Spain;Isidro Langara;46;0;0
1934-03-11;Spain;Portugal;Spain;Luis Regueiro;65;0;0
1934-03-11;Spain;Portugal;Spain;Marti Ventolra;68;0;0
1934-03-11;Spain;Portugal;Spain;Luis Regueiro;70;0;0
1934-03-11;Spain;Portugal;Spain;Isidro Langara;71;0;0
1934-03-11;Spain;Portugal;Spain;Isidro Langara;85;0;0
1934-03-16;Egypt;Israel;Egypt;Mahmoud Mokhtar El-Tetsh;11;0;0
1934-03-16;Egypt;Israel;Egypt;Mostafa Taha;21;0;0
1934-03-16;Egypt;Israel;Egypt;Mahmoud Mokhtar El-Tetsh;35;0;0
1934-03-16;Egypt;Israel;Egypt;Mohamed Latif;43;0;0
1934-03-16;Egypt;Israel;Egypt;Mahmoud Mokhtar El-Tetsh;51;0;0
1934-03-16;Egypt;Israel;Israel;Avraham Nudelmann;61;0;0
1934-03-16;Egypt;Israel;Egypt;Mostafa Taha;79;0;0
1934-03-16;Egypt;Israel;Egypt;Mohamed Latif;87;0;0
1934-03-18;Mexico;Cuba;Cuba;Mario Lopez;15;0;0
1934-03-18;Mexico;Cuba;Mexico;Manuel Alonso;32;0;0
1934-03-18;Mexico;Cuba;Mexico;Jose Ruvalcaba;41;0;0
1934-03-18;Mexico;Cuba;Mexico;Fernando Marcos;55;0;0
1934-03-18;Mexico;Cuba;Mexico;Manuel Alonso;75;0;0
1934-03-18;Portugal;Spain;Portugal;Vitor Silva;10;0;0
1934-03-18;Portugal;Spain;Spain;Isidro Langara;12;0;0
1934-03-18;Portugal;Spain;Spain;Isidro Langara;25;0;0
1934-03-25;Bulgaria;Hungary;Bulgaria;Dimitar Baikushev;27;0;0
1934-03-25;Bulgaria;Hungary;Hungary;Gyorgy Sarosi;29;0;0
1934-03-25;Bulgaria;Hungary;Hungary;Gabor P. Szabo;61;0;1
1934-03-25;Bulgaria;Hungary;Hungary;Geza Toldi;88;0;0
1934-03-25;Bulgaria;Hungary;Hungary;Imre Markos;89;0;0
1934-03-25;Italy;Greece;Italy;Anfilogino Guarisi;40;0;0
1934-03-25;Italy;Greece;Italy;Giuseppe Meazza;44;0;0
1934-03-25;Italy;Greece;Italy;Giovanni Ferrari;69;0;0
1934-03-25;Italy;Greece;Italy;Giuseppe Meazza;71;0;0
1934-04-06;Israel;Egypt;Egypt;Mohamed Latif;2;0;0
1934-04-06;Israel;Egypt;Egypt;Mahmoud Mokhtar El-Tetsh;7;0;0
1934-04-06;Israel;Egypt;Egypt;Mahmoud Mokhtar El-Tetsh;22;0;0
1934-04-06;Israel;Egypt;Egypt;Abdulrahman Fawzi;35;0;0
1934-04-06;Israel;Egypt;Israel;Yohanan Sukenik;54;0;0
1934-04-08;Netherlands;Republic of Ireland;Netherlands;Kick Smit;41;0;0
1934-04-08;Netherlands;Republic of Ireland;Republic of Ireland;Johnny Squires;44;0;0
1934-04-08;Netherlands;Republic of Ireland;Republic of Ireland;Paddy Moore;57;0;0
1934-04-08;Netherlands;Republic of Ireland;Netherlands;Bep Bakhuys;67;0;0
1934-04-08;Netherlands;Republic of Ireland;Netherlands;Bep Bakhuys;78;0;0
1934-04-08;Netherlands;Republic of Ireland;Netherlands;Leen Vente;83;0;0
1934-04-08;Netherlands;Republic of Ireland;Netherlands;Kick Smit;85;0;0
1934-04-15;Luxembourg;France;France;Alfred Aston;3;0;0
1934-04-15;Luxembourg;France;France;Jean Nicolas;26;0;0
1934-04-15;Luxembourg;France;Luxembourg;Theophile Speicher;47;0;0
1934-04-15;Luxembourg;France;France;Jean Nicolas;67;0;0
1934-04-15;Luxembourg;France;France;Ernest Liberati;80;0;0
1934-04-15;Luxembourg;France;France;Jean Nicolas;85;0;0
1934-04-15;Luxembourg;France;France;Jean Nicolas;89;0;1
1934-04-25;Austria;Bulgaria;Austria;Johann Horvath;19;0;0
1934-04-25;Austria;Bulgaria;Austria;Johann Horvath;22;0;0
1934-04-25;Austria;Bulgaria;Austria;Johann Horvath;33;0;0
1934-04-25;Austria;Bulgaria;Austria;Karl Zischek;59;0;0
1934-04-25;Austria;Bulgaria;Austria;Rudolf Viertl;62;0;0
1934-04-25;Austria;Bulgaria;Bulgaria;Mihail Lozanov;66;0;0
1934-04-25;Austria;Bulgaria;Austria;Matthias Sindelar;67;0;0
1934-04-29;Belgium;Netherlands;Belgium;Laurent Grimmonprez;51;0;0
1934-04-29;Belgium;Netherlands;Netherlands;Kick Smit;60;0;0
1934-04-29;Belgium;Netherlands;Netherlands;Bep Bakhuys;62;0;0
1934-04-29;Belgium;Netherlands;Netherlands;Leen Vente;64;0;0
1934-04-29;Belgium;Netherlands;Belgium;Bernard Voorhoof;71;0;0
1934-04-29;Belgium;Netherlands;Netherlands;Bep Bakhuys;84;0;0
1934-04-29;Hungary;Bulgaria;Hungary;Gabor P. Szabo;9;0;0
1934-04-29;Hungary;Bulgaria;Hungary;Gabor P. Szabo;58;0;0
1934-04-29;Hungary;Bulgaria;Hungary;Jozsef Solti;60;0;0
1934-04-29;Hungary;Bulgaria;Bulgaria;Vladimir Todorov;61;0;0
1934-04-29;Hungary;Bulgaria;Hungary;Jozsef Solti;73;0;0
1934-04-29;Romania;Yugoslavia;Romania;Sandor Schwartz;38;0;0
1934-04-29;Romania;Yugoslavia;Yugoslavia;Vladimir Kragic;71;0;0
1934-04-29;Romania;Yugoslavia;Romania;Stefan Dobay;74;0;0
1934-05-24;Mexico;United States;Mexico;Manuel Alonso;25;0;0
1934-05-24;Mexico;United States;United States;Aldo Donelli;28;0;0
1934-05-24;Mexico;United States;United States;Aldo Donelli;32;0;0
1934-05-24;Mexico;United States;United States;Aldo Donelli;74;0;0
1934-05-24;Mexico;United States;Mexico;Dionisio Mejia;75;0;0
1934-05-24;Mexico;United States;United States;Aldo Donelli;87;0;0
1934-05-27;Argentina;Sweden;Argentina;Ernesto Belis;4;0;0
1934-05-27;Argentina;Sweden;Sweden;Sven Jonasson;9;0;0
1934-05-27;Argentina;Sweden;Argentina;Alberto Galateo;48;0;0
1934-05-27;Argentina;Sweden;Sweden;Sven Jonasson;67;0;0
1934-05-27;Argentina;Sweden;Sweden;Knut Kroon;79;0;0
1934-05-27;Austria;France;France;Jean Nicolas;18;0;0
1934-05-27;Austria;France;Austria;Matthias Sindelar;44;0;0
1934-05-27;Austria;France;Austria;Anton Schall;93;0;0
1934-05-27;Austria;France;Austria;Josef Bican;109;0;0
1934-05-27;Austria;France;France;Georges Verriest;116;0;1
1934-05-27;Belgium;Germany;Germany;Stanislaus Kobierski;25;0;0
1934-05-27;Belgium;Germany;Belgium;Bernard Voorhoof;29;0;0
1934-05-27;Belgium;Germany;Belgium;Bernard Voorhoof;43;0;0
1934-05-27;Belgium;Germany;Germany;Otto Siffling;49;0;0
1934-05-27;Belgium;Germany;Germany;Edmund Conen;66;0;0
1934-05-27;Belgium;Germany;Germany;Edmund Conen;70;0;0
1934-05-27;Belgium;Germany;Germany;Edmund Conen;87;0;0
1934-05-27;Brazil;Spain;Spain;Jose Iraragorri;18;0;1
1934-05-27;Brazil;Spain;Spain;Jose Iraragorri;25;0;0
1934-05-27;Brazil;Spain;Spain;Isidro Langara;29;0;0
1934-05-27;Brazil;Spain;Brazil;Leonidas;55;0;0
1934-05-27;Czechoslovakia;Romania;Romania;Stefan Dobay;11;0;0
1934-05-27;Czechoslovakia;Romania;Czechoslovakia;Antonin Puc;50;0;0
1934-05-27;Czechoslovakia;Romania;Czechoslovakia;Oldrich Nejedly;67;0;0
1934-05-27;Egypt;Hungary;Hungary;Pal Teleki;11;0;0
1934-05-27;Egypt;Hungary;Hungary;Geza Toldi;31;0;0
1934-05-27;Egypt;Hungary;Egypt;Abdulrahman Fawzi;35;0;0
1934-05-27;Egypt;Hungary;Egypt;Abdulrahman Fawzi;39;0;0
1934-05-27;Egypt;Hungary;Hungary;Jenő Vincze;53;0;0
1934-05-27;Egypt;Hungary;Hungary;Geza Toldi;61;0;0
1934-05-27;Italy;United States;Italy;Angelo Schiavio;18;0;0
1934-05-27;Italy;United States;Italy;Raimundo Orsi;20;0;0
1934-05-27;Italy;United States;Italy;Angelo Schiavio;29;0;0
1934-05-27;Italy;United States;United States;Aldo Donelli;57;0;0
1934-05-27;Italy;United States;Italy;Giovanni Ferrari;63;0;0
1934-05-27;Italy;United States;Italy;Angelo Schiavio;64;0;0
1934-05-27;Italy;United States;Italy;Raimundo Orsi;69;0;0
1934-05-27;Italy;United States;Italy;Giuseppe Meazza;90;0;0
1934-05-27;Netherlands;Switzerland;Switzerland;Leopold Kielholz;7;0;0
1934-05-27;Netherlands;Switzerland;Netherlands;Kick Smit;29;0;0
1934-05-27;Netherlands;Switzerland;Switzerland;Leopold Kielholz;43;0;0
1934-05-27;Netherlands;Switzerland;Switzerland;Andre Abegglen;66;0;0
1934-05-27;Netherlands;Switzerland;Netherlands;Leen Vente;69;0;0
1934-05-31;Austria;Hungary;Austria;Johann Horvath;8;0;0
1934-05-31;Austria;Hungary;Austria;Karl Zischek;51;0;0
1934-05-31;Austria;Hungary;Hungary;Gyorgy Sarosi;60;0;1
1934-05-31;Czechoslovakia;Switzerland;Switzerland;Leopold Kielholz;18;0;0
1934-05-31;Czechoslovakia;Switzerland;Czechoslovakia;Frantisek Svoboda;24;0;0
1934-05-31;Czechoslovakia;Switzerland;Czechoslovakia;Jiri Sobotka;49;0;0
1934-05-31;Czechoslovakia;Switzerland;Switzerland;Willy Jaggi;78;0;0
1934-05-31;Czechoslovakia;Switzerland;Czechoslovakia;Oldrich Nejedly;82;0;0
1934-05-31;Germany;Sweden;Germany;Karl Hohmann;60;0;0
1934-05-31;Germany;Sweden;Germany;Karl Hohmann;63;0;0
1934-05-31;Germany;Sweden;Sweden;Gosta Dunker;82;0;0
1934-05-31;Italy;Spain;Spain;Luis Regueiro;30;0;0
1934-05-31;Italy;Spain;Italy;Giovanni Ferrari;44;0;0
1934-06-01;Italy;Spain;Italy;Giuseppe Meazza;11;0;0
1934-06-03;Czechoslovakia;Germany;Czechoslovakia;Oldrich Nejedly;21;0;0
1934-06-03;Czechoslovakia;Germany;Germany;Rudolf Noack;62;0;0
1934-06-03;Czechoslovakia;Germany;Czechoslovakia;Oldrich Nejedly;69;0;0
1934-06-03;Czechoslovakia;Germany;Czechoslovakia;Oldrich Nejedly;80;0;0
1934-06-03;Italy;Austria;Italy;Enrique Guaita;19;0;0
1934-06-07;Austria;Germany;Germany;Ernst Lehner;1;0;0
1934-06-07;Austria;Germany;Germany;Edmund Conen;27;0;0
1934-06-07;Austria;Germany;Austria;Johann Horvath;28;0;0
1934-06-07;Austria;Germany;Germany;Ernst Lehner;42;0;0
1934-06-07;Austria;Germany;Austria;Karl Sesta;54;0;0
1934-06-10;Italy;Czechoslovakia;Czechoslovakia;Antonin Puc;71;0;0
1934-06-10;Italy;Czechoslovakia;Italy;Raimundo Orsi;81;0;0
1934-06-10;Italy;Czechoslovakia;Italy;Angelo Schiavio;95;0;0
1938-01-22;Israel;Greece;Greece;Kleanthis Vikelidis;15;0;0
1938-01-22;Israel;Greece;Greece;Kleanthis Vikelidis;30;0;0
1938-01-22;Israel;Greece;Israel;Peri Neufeld;36;0;0
1938-01-22;Israel;Greece;Greece;Antonis Migiakis;73;0;0
1938-02-20;Greece;Israel;Greece;Kleanthis Vikelidis;88;0;1
1938-03-13;Luxembourg;Belgium;Luxembourg;Camille Libar;4;0;0
1938-03-13;Luxembourg;Belgium;Belgium;Bernard Voorhoof;19;0;0
1938-03-13;Luxembourg;Belgium;Luxembourg;Gustave Kemp;33;0;0
1938-03-13;Luxembourg;Belgium;Belgium;Raymond Braine;55;0;0
1938-03-13;Luxembourg;Belgium;Belgium;Francois de Vries;59;0;0
1938-03-25;Hungary;Greece;Hungary;Gyula Zsengeller;15;0;0
1938-03-25;Hungary;Greece;Hungary;Pal Titkos;18;0;0
1938-03-25;Hungary;Greece;Hungary;Gyula Zsengeller;23;0;1
1938-03-25;Hungary;Greece;Hungary;Gyula Zsengeller;25;0;0
1938-03-25;Hungary;Greece;Hungary;Jenő Vincze;26;0;0
1938-03-25;Hungary;Greece;Hungary;Jozsef Nemes;34;0;0
1938-03-25;Hungary;Greece;Hungary;Jozsef Nemes;40;0;0
1938-03-25;Hungary;Greece;Hungary;Jozsef Nemes;52;0;0
1938-03-25;Hungary;Greece;Hungary;Gyula Zsengeller;65;0;0
1938-03-25;Hungary;Greece;Hungary;Pal Titkos;75;0;0
1938-03-25;Hungary;Greece;Hungary;Gyula Zsengeller;81;0;0
1938-03-25;Hungary;Greece;Greece;Lefteris Makris;89;0;0
1938-04-03;Belgium;Netherlands;Netherlands;Henk van Spaandonck;37;0;0
1938-04-03;Belgium;Netherlands;Belgium;Hendrik Isemborghs;53;0;0
1938-04-03;Yugoslavia;Poland;Yugoslavia;Blagoje Marjanovic;61;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Ladislav Simůnek;21;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Oldrich Nejedly;57;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Josef Ludl;73;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Oldrich Nejedly;77;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Ladislav Simůnek;79;0;0
1938-04-24;Czechoslovakia;Bulgaria;Czechoslovakia;Ladislav Simůnek;89;0;0
1938-05-01;Switzerland;Portugal;Switzerland;Georges Aeby;24;0;0
1938-05-01;Switzerland;Portugal;Switzerland;Lauro Amado;29;0;0
1938-05-01;Switzerland;Portugal;Portugal;Fernando Peyroteo;72;0;1
1938-06-04;Germany;Switzerland;Germany;Josef Gauchel;29;0;0
1938-06-04;Germany;Switzerland;Switzerland;Andre Abegglen;43;0;0
1938-06-05;Brazil;Poland;Brazil;Leonidas da Silva;18;0;0
1938-06-05;Brazil;Poland;Poland;Friedrich Scherfke;23;0;1
1938-06-05;Brazil;Poland;Brazil;Romeu Pellicciari;25;0;0
1938-06-05;Brazil;Poland;Brazil;Jose Peracio;44;0;0
1938-06-05;Brazil;Poland;Poland;Ernst Wilimowski;53;0;0
1938-06-05;Brazil;Poland;Poland;Ernst Wilimowski;59;0;0
1938-06-05;Brazil;Poland;Brazil;Jose Peracio;71;0;0
1938-06-05;Brazil;Poland;Poland;Ernst Wilimowski;89;0;0
1938-06-05;Brazil;Poland;Brazil;Leonidas da Silva;93;0;0
1938-06-05;Brazil;Poland;Brazil;Leonidas da Silva;104;0;0
1938-06-05;Brazil;Poland;Poland;Ernst Wilimowski;118;0;0
1938-06-05;Cuba;Romania;Romania;Silviu Bindea;35;0;0
1938-06-05;Cuba;Romania;Cuba;Hector Socorro;44;0;0
1938-06-05;Cuba;Romania;Cuba;Jose Magrina;69;0;0
1938-06-05;Cuba;Romania;Romania;Iuliu Baratky;88;0;0
1938-06-05;Cuba;Romania;Cuba;Hector Socorro;103;0;0
1938-06-05;Cuba;Romania;Romania;Stefan Dobay;105;0;0
1938-06-05;Czechoslovakia;Netherlands;Czechoslovakia;Josef Kosťalek;93;0;0
1938-06-05;Czechoslovakia;Netherlands;Czechoslovakia;Josef Zeman;111;0;0
1938-06-05;Czechoslovakia;Netherlands;Czechoslovakia;Oldrich Nejedly;118;0;0
1938-06-05;France;Belgium;France;emile Veinante;1;0;0
1938-06-05;France;Belgium;France;Jean Nicolas;16;0;0
1938-06-05;France;Belgium;Belgium;Hendrik Isemborghs;38;0;0
1938-06-05;France;Belgium;France;Jean Nicolas;69;0;0
1938-06-05;Hungary;Indonesia;Hungary;Vilmos Kohut;13;0;0
1938-06-05;Hungary;Indonesia;Hungary;Geza Toldi;15;0;0
1938-06-05;Hungary;Indonesia;Hungary;Gyorgy Sarosi;28;0;0
1938-06-05;Hungary;Indonesia;Hungary;Gyula Zsengeller;35;0;0
1938-06-05;Hungary;Indonesia;Hungary;Gyula Zsengeller;76;0;0
1938-06-05;Hungary;Indonesia;Hungary;Gyorgy Sarosi;89;0;0
1938-06-05;Italy;Norway;Italy;Pietro Ferraris;2;0;0
1938-06-05;Italy;Norway;Norway;Arne Brustad;83;0;0
1938-06-05;Italy;Norway;Italy;Silvio Piola;94;0;0
1938-06-09;Cuba;Romania;Romania;Stefan Dobay;35;0;0
1938-06-09;Cuba;Romania;Cuba;Hector Socorro;51;0;0
1938-06-09;Cuba;Romania;Cuba;Tomas Fernandez;57;0;0
1938-06-09;Germany;Switzerland;Germany;Wilhelm Hahnemann;8;0;0
1938-06-09;Germany;Switzerland;Germany;Ernst Lortscher;22;1;0
1938-06-09;Germany;Switzerland;Switzerland;Eugen Walaschek;42;0;0
1938-06-09;Germany;Switzerland;Switzerland;Alfred Bickel;64;0;0
1938-06-09;Germany;Switzerland;Switzerland;Andre Abegglen;75;0;0
1938-06-09;Germany;Switzerland;Switzerland;Andre Abegglen;78;0;0
1938-06-12;Brazil;Czechoslovakia;Brazil;Leonidas da Silva;30;0;0
1938-06-12;Brazil;Czechoslovakia;Czechoslovakia;Oldrich Nejedly;65;0;1
1938-06-12;Cuba;Sweden;Sweden;Harry Andersson;9;0;0
1938-06-12;Cuba;Sweden;Sweden;Gustav Wetterstrom;22;0;0
1938-06-12;Cuba;Sweden;Sweden;Gustav Wetterstrom;37;0;0
1938-06-12;Cuba;Sweden;Sweden;Gustav Wetterstrom;44;0;0
1938-06-12;Cuba;Sweden;Sweden;Tore Keller;80;0;0
1938-06-12;Cuba;Sweden;Sweden;Harry Andersson;81;0;0
1938-06-12;Cuba;Sweden;Sweden;Arne Nyberg;84;0;0
1938-06-12;Cuba;Sweden;Sweden;Harry Andersson;89;0;0
1938-06-12;France;Italy;Italy;Gino Colaussi;9;0;0
1938-06-12;France;Italy;France;Oscar Heisserer;10;0;0
1938-06-12;France;Italy;Italy;Silvio Piola;51;0;0
1938-06-12;France;Italy;Italy;Silvio Piola;72;0;0
1938-06-12;Hungary;Switzerland;Hungary;Gyorgy Sarosi;40;0;0
1938-06-12;Hungary;Switzerland;Hungary;Gyula Zsengeller;89;0;0
1938-06-14;Brazil;Czechoslovakia;Czechoslovakia;Vlastimil Kopecky;25;0;0
1938-06-14;Brazil;Czechoslovakia;Brazil;Leonidas da Silva;57;0;0
1938-06-14;Brazil;Czechoslovakia;Brazil;Roberto Emilio da Cunha;62;0;0
1938-06-16;Brazil;Italy;Italy;Gino Colaussi;51;0;0
1938-06-16;Brazil;Italy;Italy;Giuseppe Meazza;60;0;1
1938-06-16;Brazil;Italy;Brazil;Romeu Pellicciari;87;0;0
1938-06-16;Hungary;Sweden;Sweden;Arne Nyberg;1;0;0
1938-06-16;Hungary;Sweden;Hungary;Sven Jacobsson;19;1;0
1938-06-16;Hungary;Sweden;Hungary;Pal Titkos;37;0;0
1938-06-16;Hungary;Sweden;Hungary;Gyula Zsengeller;39;0;0
1938-06-16;Hungary;Sweden;Hungary;Gyorgy Sarosi;65;0;0
1938-06-16;Hungary;Sweden;Hungary;Gyula Zsengeller;85;0;0
1938-06-19;Brazil;Sweden;Sweden;Sven Jonasson;28;0;0
1938-06-19;Brazil;Sweden;Sweden;Arne Nyberg;38;0;0
